// GENEL KISIM
15000 tl altında 6 gb ram android telefon öner -> price:<=15000; brand:none; os:android; usage:none; ram:>=6; storage:none; battery:none; camera:none; screen:none;
bütçem 20000 tl kamera iyi android -> price:<=20000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
bataryası normal ama kamerası iyi android -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:medium; camera:good; screen:none; 
256 gb hafıza ve iyi bataryalı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none; 
eski model oyun telefonu -> price:<=15000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
iş için hızlı şarj olan telefon -> price:any; brand:none; os:none; usage:work; ram:none; storage:none; battery:good; camera:none; screen:none; 
küçük ekranlı ve bataryası iyi android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:bad; 
hem oyun hem iş için telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
10000 tl altı 128 gb depolama android -> price:<=10000; brand:none; os:android; usage:none; ram:none; storage:128; battery:none; camera:none; screen:none; 
öğrencilere uygun fiyatlı telefon -> price:<=10000; brand:none; os:none; usage:student; ram:none; storage:none; battery:none; camera:none; screen:none; 
sadece mesajlaşmak için telefon -> price:any; brand:none; os:none; usage:messaging; ram:none; storage:none; battery:none; camera:none; screen:none; 
20000 tl civarı apple telefon -> price:<=20000; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
huawei'nin iyi kameralı telefonu -> price:any; brand:huawei; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
uzun yıllar kullanabileceğim android -> price:any; brand:none; os:android; usage:long_term; ram:none; storage:none; battery:none; camera:none; screen:none; 
şık tasarımlı android telefon -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
spor yaparken kullanabileceğim dayanıklı telefon -> price:any; brand:none; os:none; usage:sport; ram:none; storage:none; battery:none; camera:none; screen:none; 
512 gb hafıza ve iyi bataryalı android -> price:any; brand:none; os:android; usage:none; ram:none; storage:512; battery:good; camera:none; screen:none; 
fotoğraf ve oyun için uygun android -> price:any; brand:none; os:android; usage:photo_game; ram:none; storage:none; battery:none; camera:good; screen:none; 
tablet gibi büyük ekranlı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
12 gb ram android telefon -> price:any; brand:none; os:android; usage:none; ram:12; storage:none; battery:none; camera:none; screen:none; 
bataryası iyi ve ekranı küçük iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:bad; 
profesyonel fotoğraf çekmek için telefon -> price:any; brand:none; os:none; usage:pro_photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
30000 tl bütçe ile iyi kamera iphone -> price:<=30000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
15000 tl üstü gaming android -> price:>=15000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
düşük bütçeli android iş telefonu -> price:<=10000; brand:none; os:android; usage:work; ram:none; storage:none; battery:none; camera:none; screen:none; 
sadece sosyal medya için iphone -> price:any; brand:apple; os:ios; usage:socialmedia; ram:none; storage:none; battery:none; camera:none; screen:none; 
128 gb depolama ve orta batarya android -> price:any; brand:none; os:android; usage:none; ram:none; storage:128; battery:medium; camera:none; screen:none; 
ekranı büyük ve bataryası iyi android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good; 
video izlemek için bataryası iyi telefon -> price:any; brand:none; os:none; usage:movie; ram:none; storage:none; battery:good; camera:none; screen:none; 
6 gb ramli ve bataryası iyi android -> price:any; brand:none; os:android; usage:none; ram:6; storage:none; battery:good; camera:none; screen:none; 
uygun fiyatlı küçük ekranlı android -> price:<=10000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:bad; 
çok hızlı çalışan iphone -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
hem iş hem fotoğraf için telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
20000 tl bütçe ile oyun telefonu android -> price:<=20000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
eski model ama kamerası iyi android -> price:<=10000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
15000 tl altı samsung telefon -> price:<=15000; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
yüksek hafızalı oyun telefonu -> price:any; brand:none; os:none; usage:game; ram:none; storage:good; battery:none; camera:none; screen:none; 
25000 tl üstü bataryası iyi telefon -> price:>=25000; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
bataryası çok kötü olan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:bad; camera:none; screen:none; 
büyük ekranlı ve kamerası iyi android -> price:any; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:good; 
spor ve müzik dinlemek için telefon -> price:any; brand:none; os:none; usage:sport_music; ram:none; storage:none; battery:none; camera:none; screen:none; 
15000 tl civarı bataryası iyi iphone -> price:<=15000; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
256 gb depolama ve kamerası iyi telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none; 
uzun batarya ömrü ve hızlı şarj olan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
oyuncu telefonu ve büyük ekran -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good; 
iş için tablet büyüklüğünde telefon -> price:any; brand:none; os:none; usage:work; ram:none; storage:none; battery:none; camera:none; screen:good; 
8 gb ram ve kamerası iyi android -> price:any; brand:none; os:android; usage:photo; ram:8; storage:none; battery:none; camera:good; screen:none; 
15000 tl altı hafızası iyi telefon -> price:<=15000; brand:none; os:none; usage:none; ram:none; storage:good; battery:none; camera:none; screen:none; 
samsungtan daha ucuz android telefon -> price:<=10000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
fotoğraf ve video çekmek için android -> price:any; brand:none; os:android; usage:photo_video; ram:none; storage:none; battery:none; camera:good; screen:none; 
128 gb ve bataryası kötü iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:128; battery:bad; camera:none; screen:none; 
hem ucuz hem iyi bataryalı android -> price:<=10000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
oyun oynarken ısınmayan telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none; 
orta fiyatlı iyi kameralı android -> price:<=20000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
6 gb ramli ve oyun için uygun android -> price:any; brand:none; os:android; usage:game; ram:6; storage:none; battery:none; camera:none; screen:none; 
sadece arama ve sosyal medya için telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
25000 tl civarı hafızası iyi iphone -> price:<=25000; brand:apple; os:ios; usage:none; ram:none; storage:good; battery:none; camera:none; screen:none; 
bataryası iyi olan ve küçük ekranlı android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:bad; 
fotoğraf çekmek için ucuz iphone -> price:<=15000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
8 gb ramli ve 256 gb depolamalı telefon -> price:any; brand:none; os:none; usage:none; ram:8; storage:256; battery:none; camera:none; screen:none; 
iş ve oyun için telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
hafızası kötü olan ama bataryası iyi telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:bad; battery:good; camera:none; screen:none; 
20000 tl üstü oyun telefonu android -> price:>=20000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
küçük ekranlı ve kamerası kötü android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:bad; screen:bad; 
15000 tl civarı iyi performanslı iphone -> price:<=15000; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
çok fazla depolama alanı olan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:none; camera:none; screen:none; 
uzun süreli kullanım için bataryası iyi telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
ekonomik ve küçük ekranlı android -> price:<=10000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:bad; 
20000 tl altında bataryası iyi android telefon -> price:<=20000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Uygun fiyatlı fotoğraf çekmek için samsung -> price:<=15000; brand:samsung; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Hızlı şarj olan ve hafızası iyi iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none; 
Oyun için 256 gb depolamalı android -> price:any; brand:none; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none; 
Video izlemek için büyük ekranlı android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good; 
İş için 8 gb ramli android telefon -> price:any; brand:none; os:android; usage:none; ram:6; storage:good; battery:good; camera:none; screen:none; 
25000 tl civarı iyi kameralı iphone -> price:<=25000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Bataryası normal, hızlı bir android telefon -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:medium; camera:none; screen:none; 
Selfie için uygun fiyatlı telefon -> price:<=10000; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Sadece arama yapmak için küçük ekranlı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:good; screen:bad; 
Uzun ömürlü ve güncel android telefon -> price:any; brand:none; os:android; usage:none; ram:6; storage:good; battery:good; camera:none; screen:none; 
18000 tl altı 6 gb ramli samsung -> price:18000; brand:samsung; os:android; usage:none; ram:6; storage:none; battery:none; camera:none; screen:none; 
Hem oyun hem film izlemek için büyük ekran -> price:any; brand:none; os:none; usage:game_movie; ram:none; storage:none; battery:none; camera:none; screen:good; 
Çoklu görev için yüksek ramli android -> price:any; brand:none; os:android; usage:multitasking; ram:good; storage:none; battery:none; camera:none; screen:none; 
Kamerası kötü ama bataryası çok iyi android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:bad; screen:none; 
İş ve günlük kullanım için iphone -> price:any; brand:apple; os:ios; usage:work; ram:none; storage:none; battery:none; camera:none; screen:none; 
12000 tl civarı 128 gb depolamalı android -> price:<=12000; brand:none; os:android; usage:none; ram:none; storage:128; battery:none; camera:none; screen:none; 
Fotoğraf çekmek için bataryası kötü olmayan telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none; 
Oyun oynamak için yüksek performanslı android -> price:any; brand:none; os:android; usage:game; ram:good; storage:none; battery:none; camera:none; screen:none; 
Huawei'nin uygun fiyatlı kamerası iyi telefonu -> price:<=15000; brand:huawei; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Video düzenlemek için yüksek ramli telefon -> price:any; brand:none; os:none; usage:video_editing; ram:good; storage:good; battery:none; camera:none; screen:none; 
20000 tl altında gaming iphone -> price:<=20000; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
Ekonomik ve büyük ekranlı android -> price:<=12000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
Hafızası iyi ve ekranı küçük iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:good; battery:none; camera:none; screen:bad; 
Sadece müzik dinlemek için uzun bataryalı telefon -> price:any; brand:none; os:none; usage:music; ram:none; storage:none; battery:good; camera:none; screen:none; 
İş için hızlı ve güvenli android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Sosyal medya ve oyun için android -> price:any; brand:none; os:android; usage:socialmedia_game; ram:none; storage:none; battery:none; camera:none; screen:none; 
Ucuz ve bataryası kötü android -> price:<=7000; brand:none; os:android; usage:none; ram:none; storage:none; battery:bad; camera:none; screen:none; 
Kamerası iyi ve 256 gb depolamalı android -> price:any; brand:none; os:android; usage:photo; ram:none; storage:256; battery:none; camera:good; screen:none; 
Telefonum hızlı açılıp kapanmalı -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Öğrenci için fotoğraf çekmeli android -> price:<=12000; brand:none; os:android; usage:student_photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Ekranı büyük ama pahalı olmayan telefon -> price:<=15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
Kamerası normal olan iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:medium; screen:none; 
Batarya ömrü uzun ve 128 gb hafıza -> price:any; brand:none; os:none; usage:none; ram:none; storage:128; battery:good; camera:none; screen:none; 
Düşük bütçeli oyun telefonu android -> price:<=15000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
Çok fazla veri depolamak için telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:good; battery:none; camera:none; screen:none; 
Ekranı iyi ve hızlı bir iphone -> price:any; brand:apple; os:ios; usage:game; ram:6; storage:none; battery:none; camera:none; screen:good; 
Şarjı ortalama olan android telefon -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:medium; camera:none; screen:none; 
Taşınabilir ve hafif telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Oyun ve sosyal medya için iphone -> price:any; brand:apple; os:ios; usage:game_socialmedia; ram:none; storage:none; battery:none; camera:none; screen:none; 
Uzun pil ömrü ve dayanıklı telefon -> price:any; brand:none; os:none; usage:durable; ram:none; storage:none; battery:good; camera:none; screen:none; 
Film izlemek için bataryası iyi android -> price:any; brand:none; os:android; usage:movie; ram:none; storage:none; battery:good; camera:none; screen:none; 
25000 tl üstü en iyi kamera android -> price:>=25000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Kamerası kötü ama ucuz android -> price:<=8000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:bad; screen:none; 
512 gb depolama ve bataryası kötü olmayan telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:512; battery:good; camera:none; screen:none; 
Şık ve zarif tasarımlı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Öğrenci için düşük bütçeli iphone -> price:15000; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Çoklu uygulama kullanımı için hızlı android -> price:any; brand:none; os:android; usage:none; ram:8; storage:good; battery:good; camera:none; screen:none; 
Hem iş hem günlük hayat için android -> price:any; brand:none; os:android; usage:work; ram:none; storage:medium; battery:medium; camera:none; screen:none; 
Oyun oynamak için bataryası çok iyi telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none;
10000 tl civarı iyi kameraya sahip telefon -> price:<=10000; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
En yeni çıkan samsung telefon -> price:any; brand:samsung; os:android; usage:new; ram:none; storage:none; battery:none; camera:none; screen:none; 
Fiyat performans ürünü android -> price:<=15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Kamerası ve hafızası iyi olan android -> price:any; brand:none; os:android; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none; 
Düşük bütçeli, hızlı şarj olan telefon -> price:<=10000; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
20000 tl üstü iphone gaming -> price:>=20000; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
Küçük ekranlı, ucuz android -> price:<=8000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:bad; 
128 gb depolama ve 8 gb ramli android -> price:any; brand:none; os:android; usage:none; ram:8; storage:128; battery:none; camera:none; screen:none; 
Sadece internet ve sosyal medya için telefon -> price:any; brand:none; os:none; usage:internet_socialmedia; ram:none; storage:none; battery:none; camera:none; screen:none; 
Hafızası kötü ama ucuz android -> price:<=7000; brand:none; os:android; usage:none; ram:none; storage:bad; battery:none; camera:none; screen:none; 
Bataryası uzun giden ve şık telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Çok fotoğraf çekenler için iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:good; battery:none; camera:good; screen:none; 
Oyun ve fotoğraf çekmek için uygun android -> price:any; brand:none; os:android; usage:game_photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Bütçesi kısıtlı ama iyi performanslı android -> price:<=12000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
25000 tl civarı büyük ekranlı android -> price:<=25000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
İş ve oyun için yüksek ramli telefon -> price:any; brand:none; os:none; usage:game; ram:good; storage:none; battery:none; camera:none; screen:none; 
Çok fazla video çekenler için telefon -> price:any; brand:none; os:none; usage:video; ram:none; storage:good; battery:good; camera:good; screen:none; 
Hızlı açılan uygulamalar için telefon -> price:any; brand:none; os:none; usage:none; ram:good; storage:good; battery:none; camera:none; screen:none; 
Hem uygun fiyatlı hem bataryası iyi iphone -> price:<=15000; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Kamerası normal ama hafızası iyi android -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:none; camera:medium; screen:none; 
10000 tl altı samsung telefon -> price:<=10000; brand:samsung; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Yüksek çözünürlüklü ekranlı telefon -> price:any; brand:none; os:none; usage:movie; ram:none; storage:none; battery:none; camera:none; screen:good; 
Orta segment oyun telefonu android -> price:<=20000; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
Fotoğraf çekmek için düşük ışık performansı iyi telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
8 gb ram ve bataryası kötü olmayan telefon -> price:any; brand:none; os:none; usage:none; ram:8; storage:none; battery:good; camera:none; screen:none; 
Sadece film ve dizi izlemek için telefon -> price:any; brand:none; os:none; usage:movie; ram:none; storage:none; battery:none; camera:none; screen:good; 
25000 tl üstü büyük ekranlı android -> price:>=25000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
İş için kullanışlı ve hafif telefon -> price:any; brand:none; os:none; usage:work; ram:none; storage:none; battery:none; camera:none; screen:none; 
Hızlı şarj ve uzun batarya ömrü android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Fotoğraf ve sosyal medya için iphone -> price:any; brand:apple; os:ios; usage:photo_socialmedia; ram:none; storage:none; battery:none; camera:good; screen:none; 
10000 tl civarı 6 gb ramli xiaomi -> price:<=10000; brand:xiaomi; os:android; usage:none; ram:6; storage:none; battery:none; camera:none; screen:none; 
Günlük kullanım için hızlı telefon -> price:any; brand:none; os:none; usage:daily; ram:none; storage:none; battery:none; camera:none; screen:none;
Günlük -> price:any; brand:none; os:none; usage:daily; ram:none; storage:none; battery:none; camera:none; screen:none;
Gündelik -> price:any; brand:none; os:none; usage:daily; ram:none; storage:none; battery:none; camera:none; screen:none;
Gündelik hayat için -> price:any; brand:none; os:none; usage:daily; ram:none; storage:none; battery:none; camera:none; screen:none;
normal hayat için telefon -> price:any; brand:none; os:none; usage:daily; ram:none; storage:none; battery:none; camera:none; screen:none;
256 gb hafıza ve bataryası iyi iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:256; battery:good; camera:none; screen:none; 
Sadece arama ve mesajlaşma için ucuz telefon -> price:<=5000; brand:none; os:none; usage:call_messaging; ram:none; storage:none; battery:none; camera:none; screen:none; 
Çok fazla oyun oynayanlar için bataryası iyi android -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none; 
15000 tl üstü bataryası kötü olmayan android -> price:>=15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Hafızası iyi ama kamerası kötü android -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:none; camera:bad; screen:none; 
Büyük ekranlı ve hızlı şarj olan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:good; 
İş için kullanışlı ve kamerası iyi telefon -> price:any; brand:none; os:none; usage:work_photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Uzun pil ömrü ve orta segment android -> price:<=20000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Oyun oynarken donmayan telefon -> price:any; brand:none; os:none; usage:game; ram:good; storage:none; battery:none; camera:none; screen:none; 
12000 tl civarı 8 gb ramli android -> price:<=12000; brand:none; os:android; usage:none; ram:8; storage:none; battery:none; camera:none; screen:none; 
Çok fazla fotoğraf ve video depolayanlar için telefon -> price:any; brand:none; os:none; usage:photo_video; ram:none; storage:good; battery:none; camera:none; screen:none; 
Bataryası iyi olan ve sağlam android -> price:any; brand:none; os:android; usage:none; ram:6; storage:good; battery:good; camera:none; screen:none; 
Öğrenci için oyun ve sosyal medya telefonu -> price 15000; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
Kamerası iyi ve şık tasarımlı iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
30000 tl üstü bataryası iyi android -> price:>=30000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Düşük bütçeli ve büyük ekranlı android -> price:<=10000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
İş ve film izlemek için telefon -> price:any; brand:none; os:none; usage:work_movie; ram:none; storage:none; battery:none; camera:none; screen:good; 
Yüksek ram ve iyi hafıza android -> price:any; brand:none; os:android; usage:none; ram:good; storage:good; battery:none; camera:none; screen:none; 
Bataryası normal olan ama kamerası kötü olmayan iphone -> price:any; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:medium; camera:good; screen:none; 
15000 tl altı ekranı kötü android -> price:<=15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:bad; 
Çok hızlı oyun açan android -> price:any; brand:none; os:android; usage:game; ram:good; storage:none; battery:none; camera:none; screen:none; 
Sadece mesajlaşma için bataryası iyi telefon -> price:any; brand:none; os:none; usage:messaging; ram:none; storage:none; battery:good; camera:none; screen:none; 
256 gb depolama ve bataryası kötü olan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:256; battery:bad; camera:none; screen:none; 
Video çekmek için bataryası iyi iphone -> price:any; brand:apple; os:ios; usage:video; ram:none; storage:none; battery:good; camera:good; screen:none; 
20000 tl civarı bataryası iyi telefon -> price:<=20000; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Hafızası iyi ve küçük ekranlı android -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:none; camera:none; screen:bad; 
Öğrenciler için ucuz ve kamerası iyi android -> price:<=12000; brand:none; os:android; usage:student_photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Uzun süreli konuşmalar için bataryası iyi telefon -> price:any; brand:none; os:none; usage:call; ram:none; storage:none; battery:good; camera:none; screen:none; 
İş ve sosyal medya için uygun fiyatlı telefon -> price:<=15000; brand:none; os:none; usage:work_socialmedia; ram:none; storage:none; battery:none; camera:none; screen:none; 
128 gb depolama ve kamerası kötü olmayan telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:128; battery:none; camera:good; screen:none; 
Oyun oynarken şarjı çabuk bitmesin -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none; 
Büyük ekranlı ve bataryası kötü olan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:bad; camera:none; screen:good; 
Ekonomik ve kamerası iyi android -> price:<=10000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Çok hızlı indirme yapan telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none; 
25000 tl üstü iphone fotoğraf telefonu -> price:>=25000; brand:apple; os:ios; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Eski model ama bataryası iyi android -> price:<=8000; brand:none; os:android; usage:none; ram:4; storage:none; battery:good; camera:none; screen:none; 
Hem iş hem oyun için uygun fiyatlı android -> price:<=15000; brand:none; os:android; usage:work; ram:none; storage:none; battery:none; camera:none; screen:none; 
Bataryası çok kötü olan ama hafif telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:bad; camera:none; screen:none; 
Kamerası normal, hafızası kötü olmayan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:none; camera:medium; screen:none; 
15000 tl civarı şık tasarımlı android -> price:<=15000; brand:none; os:android; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
Film izlemek için bataryası kötü olmayan telefon -> price:any; brand:none; os:none; usage:movie; ram:none; storage:none; battery:good; camera:none; screen:none; 
8 gb ramli ve hafızası kötü olmayan telefon -> price:any; brand:none; os:none; usage:none; ram:8; storage:good; battery:none; camera:none; screen:none; 
Tablet yerine kullanılabilecek büyük ekranlı telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:good; 
Öğrenci için ucuz ve dayanıklı telefon -> price:<=10000; brand:none; os:none; usage:student_durable; ram:none; storage:none; battery:none; camera:none; screen:none; 
20000 tl üstü bataryası iyi iphone -> price:>=20000; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Hafızası çok iyi ve hızlı android -> price:any; brand:none; os:android; usage:game; ram:none; storage:good; battery:none; camera:none; screen:none; 
Sadece telefon görüşmeleri için bataryası çok iyi telefon -> price:any; brand:none; os:none; usage:call; ram:none; storage:none; battery:good; camera:none; screen:none; 
Küçük ekranlı ve bataryası normal olan iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:medium; camera:none; screen:bad; 
Sosyal medya için iyi kameralı telefon -> price:any; brand:none; os:none; usage:socialmedia_photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
12000 tl altında bataryası normal android -> price:<=12000; brand:none; os:android; usage:none; ram:none; storage:none; battery:medium; camera:none; screen:none; 
Kamerası kötü ama hafızası iyi olan telefon -> price:any; brand:none; os:none; usage:none; ram:none; storage:good; battery:none; camera:bad; screen:none; 
Hızlı ve büyük ekranlı android -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:good; 
Yüksek hafızalı ve bataryası iyi iphone -> price:any; brand:apple; os:ios; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none; 
Uzun süreli oyun oynamak için telefon -> price:any; brand:none; os:none; usage:game; ram:none; storage:none; battery:good; camera:none; screen:none; 
